pid,interface,clip,label,position,listened_ms,liked,taste_match,relevance,replay,save,eval_composite,extraversion,agreeableness,conscientiousness,emot_stability,openness,rec_trust_reliance,openness_c,agreeableness_c,conscientiousness_c,emot_stability_c,extraversion_c,rec_trust_reliance_c,agr_group
R_86bSiv1XRWtueVH,AppleMusic-style,clip6,Recommended,6,14236,6,6,6,6,6,6,6.5,3,5,5.5,6,4.75,0.9083333333333332,-1.6166666666666663,-0.2999999999999998,0.6166666666666663,2.4124999999999996,-0.21458333333333357,Low agreeableness
R_2mAYJUUfVCDwAaB,Neutral,clip1,Recommended,5,31668,5,6,6,6,6,5.8,6,5,7,5.5,5.5,5.75,0.4083333333333332,0.38333333333333375,1.7000000000000002,0.6166666666666663,1.9124999999999996,0.7854166666666664,High agreeableness
R_2mAYJUUfVCDwAaB,Neutral,clip2,None,1,31683,4,5,2,2,2,3,6,5,7,5.5,5.5,5.75,0.4083333333333332,0.38333333333333375,1.7000000000000002,0.6166666666666663,1.9124999999999996,0.7854166666666664,High agreeableness
R_2mAYJUUfVCDwAaB,Neutral,clip3,None,4,31540,5,3,3,3,3,3.4,6,5,7,5.5,5.5,5.75,0.4083333333333332,0.38333333333333375,1.7000000000000002,0.6166666666666663,1.9124999999999996,0.7854166666666664,High agreeableness
R_2mAYJUUfVCDwAaB,Neutral,clip4,Recommended,6,31663,5,5,5,4,3,4.4,6,5,7,5.5,5.5,5.75,0.4083333333333332,0.38333333333333375,1.7000000000000002,0.6166666666666663,1.9124999999999996,0.7854166666666664,High agreeableness
R_2mAYJUUfVCDwAaB,Neutral,clip5,New,3,31671,6,6,6,6,6,6,6,5,7,5.5,5.5,5.75,0.4083333333333332,0.38333333333333375,1.7000000000000002,0.6166666666666663,1.9124999999999996,0.7854166666666664,High agreeableness
R_2mAYJUUfVCDwAaB,Neutral,clip6,New,2,31668,5,5,3,5,3,4.2,6,5,7,5.5,5.5,5.75,0.4083333333333332,0.38333333333333375,1.7000000000000002,0.6166666666666663,1.9124999999999996,0.7854166666666664,High agreeableness
R_8dFx8EQPTUVAj3P,AppleMusic-style,clip1,Recommended,5,17637,6,5,5,6,6,5.6,5,4.5,6.5,2.5,6,5.5,0.9083333333333332,-0.11666666666666625,1.2000000000000002,-2.3833333333333337,0.9124999999999996,0.5354166666666664,High agreeableness
R_8dFx8EQPTUVAj3P,AppleMusic-style,clip2,None,4,21207,6,6,5,5,5,5.4,5,4.5,6.5,2.5,6,5.5,0.9083333333333332,-0.11666666666666625,1.2000000000000002,-2.3833333333333337,0.9124999999999996,0.5354166666666664,High agreeableness
R_8dFx8EQPTUVAj3P,AppleMusic-style,clip3,New,1,24252,5,3,3,3,2,3.2,5,4.5,6.5,2.5,6,5.5,0.9083333333333332,-0.11666666666666625,1.2000000000000002,-2.3833333333333337,0.9124999999999996,0.5354166666666664,High agreeableness
R_8dFx8EQPTUVAj3P,AppleMusic-style,clip4,None,2,17129,6,5,3,6,6,5.2,5,4.5,6.5,2.5,6,5.5,0.9083333333333332,-0.11666666666666625,1.2000000000000002,-2.3833333333333337,0.9124999999999996,0.5354166666666664,High agreeableness
R_8dFx8EQPTUVAj3P,AppleMusic-style,clip5,New,3,15777,5,3,2,2,2,2.8,5,4.5,6.5,2.5,6,5.5,0.9083333333333332,-0.11666666666666625,1.2000000000000002,-2.3833333333333337,0.9124999999999996,0.5354166666666664,High agreeableness
R_8dFx8EQPTUVAj3P,AppleMusic-style,clip6,Recommended,6,17260,6,6,3,6,4,5,5,4.5,6.5,2.5,6,5.5,0.9083333333333332,-0.11666666666666625,1.2000000000000002,-2.3833333333333337,0.9124999999999996,0.5354166666666664,High agreeableness
R_8qHCgYh0O1FgsDQ,Spotify-style,clip1,None,6,18103,6,6,4,5,4,5,6,4,6,5.5,4.5,5.5,-0.5916666666666668,-0.6166666666666663,0.7000000000000002,0.6166666666666663,1.9124999999999996,0.5354166666666664,Low agreeableness
R_8qHCgYh0O1FgsDQ,Spotify-style,clip2,New,3,14523,6,6,5,6,4,5.4,6,4,6,5.5,4.5,5.5,-0.5916666666666668,-0.6166666666666663,0.7000000000000002,0.6166666666666663,1.9124999999999996,0.5354166666666664,Low agreeableness
R_8qHCgYh0O1FgsDQ,Spotify-style,clip3,New,1,25045,2,2,1,2,2,1.8,6,4,6,5.5,4.5,5.5,-0.5916666666666668,-0.6166666666666663,0.7000000000000002,0.6166666666666663,1.9124999999999996,0.5354166666666664,Low agreeableness
R_8qHCgYh0O1FgsDQ,Spotify-style,clip4,Recommended,4,8893,6,6,6,6,6,6,6,4,6,5.5,4.5,5.5,-0.5916666666666668,-0.6166666666666663,0.7000000000000002,0.6166666666666663,1.9124999999999996,0.5354166666666664,Low agreeableness
R_8qHCgYh0O1FgsDQ,Spotify-style,clip5,None,5,9343,3,3,3,3,3,3,6,4,6,5.5,4.5,5.5,-0.5916666666666668,-0.6166666666666663,0.7000000000000002,0.6166666666666663,1.9124999999999996,0.5354166666666664,Low agreeableness
R_8qHCgYh0O1FgsDQ,Spotify-style,clip6,Recommended,2,16089,5,4,2,5,2,3.6,6,4,6,5.5,4.5,5.5,-0.5916666666666668,-0.6166666666666663,0.7000000000000002,0.6166666666666663,1.9124999999999996,0.5354166666666664,Low agreeableness
R_8ooksCv74XifC4V,Spotify-style,clip1,New,5,1927,2,2,2,2,2,2,2,6,6,5,7,4.75,1.9083333333333332,1.3833333333333337,0.7000000000000002,0.11666666666666625,-2.0875000000000004,-0.21458333333333357,High agreeableness
R_8ooksCv74XifC4V,Spotify-style,clip2,None,4,2793,2,2,2,2,2,2,2,6,6,5,7,4.75,1.9083333333333332,1.3833333333333337,0.7000000000000002,0.11666666666666625,-2.0875000000000004,-0.21458333333333357,High agreeableness
R_8ooksCv74XifC4V,Spotify-style,clip3,None,6,2915,2,2,2,2,2,2,2,6,6,5,7,4.75,1.9083333333333332,1.3833333333333337,0.7000000000000002,0.11666666666666625,-2.0875000000000004,-0.21458333333333357,High agreeableness
R_8ooksCv74XifC4V,Spotify-style,clip4,Recommended,3,15425,6,6,6,6,6,6,2,6,6,5,7,4.75,1.9083333333333332,1.3833333333333337,0.7000000000000002,0.11666666666666625,-2.0875000000000004,-0.21458333333333357,High agreeableness
R_8ooksCv74XifC4V,Spotify-style,clip5,Recommended,2,6849,6,6,4,6,4,5.2,2,6,6,5,7,4.75,1.9083333333333332,1.3833333333333337,0.7000000000000002,0.11666666666666625,-2.0875000000000004,-0.21458333333333357,High agreeableness
R_8ooksCv74XifC4V,Spotify-style,clip6,New,1,2158,6,6,4,6,5,5.4,2,6,6,5,7,4.75,1.9083333333333332,1.3833333333333337,0.7000000000000002,0.11666666666666625,-2.0875000000000004,-0.21458333333333357,High agreeableness
R_2dWILFxSE77IaKa,Neutral,clip1,Recommended,2,19942,6,5,4,5,5,5,5,5.5,5,3.5,7,5,1.9083333333333332,0.8833333333333337,-0.2999999999999998,-1.3833333333333337,0.9124999999999996,0.03541666666666643,High agreeableness
R_2dWILFxSE77IaKa,Neutral,clip2,New,6,13428,6,5,5,6,6,5.6,5,5.5,5,3.5,7,5,1.9083333333333332,0.8833333333333337,-0.2999999999999998,-1.3833333333333337,0.9124999999999996,0.03541666666666643,High agreeableness
R_2dWILFxSE77IaKa,Neutral,clip3,New,1,31693,4,4,2,3,2,3,5,5.5,5,3.5,7,5,1.9083333333333332,0.8833333333333337,-0.2999999999999998,-1.3833333333333337,0.9124999999999996,0.03541666666666643,High agreeableness
R_2dWILFxSE77IaKa,Neutral,clip4,None,4,16252,6,5,4,5,4,4.8,5,5.5,5,3.5,7,5,1.9083333333333332,0.8833333333333337,-0.2999999999999998,-1.3833333333333337,0.9124999999999996,0.03541666666666643,High agreeableness
R_2dWILFxSE77IaKa,Neutral,clip5,Recommended,3,14933,4,4,2,3,3,3.2,5,5.5,5,3.5,7,5,1.9083333333333332,0.8833333333333337,-0.2999999999999998,-1.3833333333333337,0.9124999999999996,0.03541666666666643,High agreeableness
R_2dWILFxSE77IaKa,Neutral,clip6,None,5,13646,6,3,3,4,4,4,5,5.5,5,3.5,7,5,1.9083333333333332,0.8833333333333337,-0.2999999999999998,-1.3833333333333337,0.9124999999999996,0.03541666666666643,High agreeableness
R_8fuH7xYfB5GIY5b,AppleMusic-style,clip1,New,1,17159,4,4,4,4,4,4,4,4,3.5,4,4,4,-1.0916666666666668,-0.6166666666666663,-1.7999999999999998,-0.8833333333333337,-0.08750000000000036,-0.9645833333333336,Low agreeableness
R_8fuH7xYfB5GIY5b,AppleMusic-style,clip2,Recommended,5,3763,4,4,4,4,4,4,4,4,3.5,4,4,4,-1.0916666666666668,-0.6166666666666663,-1.7999999999999998,-0.8833333333333337,-0.08750000000000036,-0.9645833333333336,Low agreeableness
R_8fuH7xYfB5GIY5b,AppleMusic-style,clip3,New,2,17552,4,4,4,4,4,4,4,4,3.5,4,4,4,-1.0916666666666668,-0.6166666666666663,-1.7999999999999998,-0.8833333333333337,-0.08750000000000036,-0.9645833333333336,Low agreeableness
R_8fuH7xYfB5GIY5b,AppleMusic-style,clip4,None,3,8342,4,4,4,4,4,4,4,4,3.5,4,4,4,-1.0916666666666668,-0.6166666666666663,-1.7999999999999998,-0.8833333333333337,-0.08750000000000036,-0.9645833333333336,Low agreeableness
R_8fuH7xYfB5GIY5b,AppleMusic-style,clip5,None,4,2911,4,4,4,4,4,4,4,4,3.5,4,4,4,-1.0916666666666668,-0.6166666666666663,-1.7999999999999998,-0.8833333333333337,-0.08750000000000036,-0.9645833333333336,Low agreeableness
R_8fuH7xYfB5GIY5b,AppleMusic-style,clip6,Recommended,6,3403,4,4,4,4,4,4,4,4,3.5,4,4,4,-1.0916666666666668,-0.6166666666666663,-1.7999999999999998,-0.8833333333333337,-0.08750000000000036,-0.9645833333333336,Low agreeableness
R_2YleLGgwoYemBUS,Spotify-style,clip1,None,6,22655,6,5,4,6,5,5.2,5.5,5,2,4,6,5.25,0.9083333333333332,0.38333333333333375,-3.3,-0.8833333333333337,1.4124999999999996,0.28541666666666643,High agreeableness
R_2YleLGgwoYemBUS,Spotify-style,clip2,Recommended,4,18788,3,3,3,3,3,3,5.5,5,2,4,6,5.25,0.9083333333333332,0.38333333333333375,-3.3,-0.8833333333333337,1.4124999999999996,0.28541666666666643,High agreeableness
R_2YleLGgwoYemBUS,Spotify-style,clip3,Recommended,2,27364,5,4,5,3,2,3.8,5.5,5,2,4,6,5.25,0.9083333333333332,0.38333333333333375,-3.3,-0.8833333333333337,1.4124999999999996,0.28541666666666643,High agreeableness
R_2YleLGgwoYemBUS,Spotify-style,clip4,New,1,31668,6,6,6,5,6,5.8,5.5,5,2,4,6,5.25,0.9083333333333332,0.38333333333333375,-3.3,-0.8833333333333337,1.4124999999999996,0.28541666666666643,High agreeableness
R_2YleLGgwoYemBUS,Spotify-style,clip5,New,3,19930,5,4,3,3,3,3.6,5.5,5,2,4,6,5.25,0.9083333333333332,0.38333333333333375,-3.3,-0.8833333333333337,1.4124999999999996,0.28541666666666643,High agreeableness
R_2YleLGgwoYemBUS,Spotify-style,clip6,None,5,15468,3,3,3,3,3,3,5.5,5,2,4,6,5.25,0.9083333333333332,0.38333333333333375,-3.3,-0.8833333333333337,1.4124999999999996,0.28541666666666643,High agreeableness
R_2BrxErqWirZfYlj,Neutral,clip1,None,5,31593,6,6,6,6,5,5.8,1.5,6,7,6.5,5,4.5,-0.09166666666666679,1.3833333333333337,1.7000000000000002,1.6166666666666663,-2.5875000000000004,-0.46458333333333357,High agreeableness
R_2BrxErqWirZfYlj,Neutral,clip2,New,4,31584,6,6,6,6,5,5.8,1.5,6,7,6.5,5,4.5,-0.09166666666666679,1.3833333333333337,1.7000000000000002,1.6166666666666663,-2.5875000000000004,-0.46458333333333357,High agreeableness
R_2BrxErqWirZfYlj,Neutral,clip3,New,1,31542,7,7,7,7,6,6.8,1.5,6,7,6.5,5,4.5,-0.09166666666666679,1.3833333333333337,1.7000000000000002,1.6166666666666663,-2.5875000000000004,-0.46458333333333357,High agreeableness
R_2BrxErqWirZfYlj,Neutral,clip4,Recommended,7,31579,3,2,3,3,2,2.6,1.5,6,7,6.5,5,4.5,-0.09166666666666679,1.3833333333333337,1.7000000000000002,1.6166666666666663,-2.5875000000000004,-0.46458333333333357,High agreeableness
R_2BrxErqWirZfYlj,Neutral,clip5,None,3,4302,2,1,1,2,1,1.4,1.5,6,7,6.5,5,4.5,-0.09166666666666679,1.3833333333333337,1.7000000000000002,1.6166666666666663,-2.5875000000000004,-0.46458333333333357,High agreeableness
R_2BrxErqWirZfYlj,Neutral,clip6,Recommended,6,31582,5,4,4,4,3,4,1.5,6,7,6.5,5,4.5,-0.09166666666666679,1.3833333333333337,1.7000000000000002,1.6166666666666663,-2.5875000000000004,-0.46458333333333357,High agreeableness
R_74tMiYYX9toXumQ,AppleMusic-style,clip1,None,6,15708,4,4,3,3,2,3.2,5,4,6,5,5,2.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,0.11666666666666625,0.9124999999999996,-2.2145833333333336,Low agreeableness
R_74tMiYYX9toXumQ,AppleMusic-style,clip2,None,4,31675,4,4,2,4,1,3,5,4,6,5,5,2.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,0.11666666666666625,0.9124999999999996,-2.2145833333333336,Low agreeableness
R_74tMiYYX9toXumQ,AppleMusic-style,clip3,New,5,31691,5,4,3,3,2,3.4,5,4,6,5,5,2.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,0.11666666666666625,0.9124999999999996,-2.2145833333333336,Low agreeableness
R_74tMiYYX9toXumQ,AppleMusic-style,clip4,New,1,31674,5,5,2,4,2,3.6,5,4,6,5,5,2.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,0.11666666666666625,0.9124999999999996,-2.2145833333333336,Low agreeableness
R_74tMiYYX9toXumQ,AppleMusic-style,clip5,Recommended,2,31679,5,5,3,5,2,4,5,4,6,5,5,2.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,0.11666666666666625,0.9124999999999996,-2.2145833333333336,Low agreeableness
R_74tMiYYX9toXumQ,AppleMusic-style,clip6,Recommended,3,30263,2,4,1,2,1,2,5,4,6,5,5,2.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,0.11666666666666625,0.9124999999999996,-2.2145833333333336,Low agreeableness
R_844O0nLixDKwRDb,AppleMusic-style,clip1,New,6,12050,2,2,1,2,3,2,6,4,5.5,5,6,5.75,0.9083333333333332,-0.6166666666666663,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.7854166666666664,Low agreeableness
R_844O0nLixDKwRDb,AppleMusic-style,clip2,New,2,4671,5,4,2,4,3,3.6,6,4,5.5,5,6,5.75,0.9083333333333332,-0.6166666666666663,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.7854166666666664,Low agreeableness
R_844O0nLixDKwRDb,AppleMusic-style,clip3,Recommended,1,5812,5,3,4,4,3,3.8,6,4,5.5,5,6,5.75,0.9083333333333332,-0.6166666666666663,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.7854166666666664,Low agreeableness
R_844O0nLixDKwRDb,AppleMusic-style,clip4,None,4,8507,5,5,5,5,5,5,6,4,5.5,5,6,5.75,0.9083333333333332,-0.6166666666666663,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.7854166666666664,Low agreeableness
R_844O0nLixDKwRDb,AppleMusic-style,clip5,None,5,11074,6,5,4,6,6,5.4,6,4,5.5,5,6,5.75,0.9083333333333332,-0.6166666666666663,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.7854166666666664,Low agreeableness
R_844O0nLixDKwRDb,AppleMusic-style,clip6,Recommended,3,11070,5,6,5,6,6,5.6,6,4,5.5,5,6,5.75,0.9083333333333332,-0.6166666666666663,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.7854166666666664,Low agreeableness
R_8OIedBND5PSNTqS,Spotify-style,clip1,Recommended,1,8970,2,2,2,2,1,1.8,3,4,6,4.5,5,4.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,-0.38333333333333375,-1.0875000000000004,-0.21458333333333357,Low agreeableness
R_8OIedBND5PSNTqS,Spotify-style,clip2,Recommended,3,31468,6,5,5,5,4,5,3,4,6,4.5,5,4.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,-0.38333333333333375,-1.0875000000000004,-0.21458333333333357,Low agreeableness
R_8OIedBND5PSNTqS,Spotify-style,clip3,None,2,18827,5,5,4,4,3,4.2,3,4,6,4.5,5,4.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,-0.38333333333333375,-1.0875000000000004,-0.21458333333333357,Low agreeableness
R_8OIedBND5PSNTqS,Spotify-style,clip4,New,5,2530,1,1,1,1,1,1,3,4,6,4.5,5,4.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,-0.38333333333333375,-1.0875000000000004,-0.21458333333333357,Low agreeableness
R_8OIedBND5PSNTqS,Spotify-style,clip5,New,4,6378,3,2,2,2,1,2,3,4,6,4.5,5,4.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,-0.38333333333333375,-1.0875000000000004,-0.21458333333333357,Low agreeableness
R_8OIedBND5PSNTqS,Spotify-style,clip6,None,6,11843,3,2,2,4,2,2.6,3,4,6,4.5,5,4.75,-0.09166666666666679,-0.6166666666666663,0.7000000000000002,-0.38333333333333375,-1.0875000000000004,-0.21458333333333357,Low agreeableness
R_8IYNHaTq5XIxoE7,Neutral,clip1,New,6,24833,5,2,2,2,2,2.6,3.5,6.5,6,6,4.5,4,-0.5916666666666668,1.8833333333333337,0.7000000000000002,1.1166666666666663,-0.5875000000000004,-0.9645833333333336,High agreeableness
R_8IYNHaTq5XIxoE7,Neutral,clip2,None,3,31673,3,2,2,2,2,2.2,3.5,6.5,6,6,4.5,4,-0.5916666666666668,1.8833333333333337,0.7000000000000002,1.1166666666666663,-0.5875000000000004,-0.9645833333333336,High agreeableness
R_8IYNHaTq5XIxoE7,Neutral,clip3,Recommended,4,31762,5,2,2,2,2,2.6,3.5,6.5,6,6,4.5,4,-0.5916666666666668,1.8833333333333337,0.7000000000000002,1.1166666666666663,-0.5875000000000004,-0.9645833333333336,High agreeableness
R_8IYNHaTq5XIxoE7,Neutral,clip4,New,2,31655,6,2,2,5,2,3.4,3.5,6.5,6,6,4.5,4,-0.5916666666666668,1.8833333333333337,0.7000000000000002,1.1166666666666663,-0.5875000000000004,-0.9645833333333336,High agreeableness
R_8IYNHaTq5XIxoE7,Neutral,clip5,Recommended,1,31655,2,1,2,2,2,1.8,3.5,6.5,6,6,4.5,4,-0.5916666666666668,1.8833333333333337,0.7000000000000002,1.1166666666666663,-0.5875000000000004,-0.9645833333333336,High agreeableness
R_8IYNHaTq5XIxoE7,Neutral,clip6,None,5,31647,6,2,2,2,2,2.8,3.5,6.5,6,6,4.5,4,-0.5916666666666668,1.8833333333333337,0.7000000000000002,1.1166666666666663,-0.5875000000000004,-0.9645833333333336,High agreeableness
R_33WzGx8cjWpah3z,AppleMusic-style,clip1,New,5,31668,5,3,4,2,2,3.2,4,6,2.5,5,4.5,5.75,-0.5916666666666668,1.3833333333333337,-2.8,0.11666666666666625,-0.08750000000000036,0.7854166666666664,High agreeableness
R_33WzGx8cjWpah3z,AppleMusic-style,clip2,New,1,31743,7,6,5,6,5,5.8,4,6,2.5,5,4.5,5.75,-0.5916666666666668,1.3833333333333337,-2.8,0.11666666666666625,-0.08750000000000036,0.7854166666666664,High agreeableness
R_33WzGx8cjWpah3z,AppleMusic-style,clip3,Recommended,2,32337,5,5,4,5,4,4.6,4,6,2.5,5,4.5,5.75,-0.5916666666666668,1.3833333333333337,-2.8,0.11666666666666625,-0.08750000000000036,0.7854166666666664,High agreeableness
R_33WzGx8cjWpah3z,AppleMusic-style,clip4,None,4,31698,5,5,4,5,4,4.6,4,6,2.5,5,4.5,5.75,-0.5916666666666668,1.3833333333333337,-2.8,0.11666666666666625,-0.08750000000000036,0.7854166666666664,High agreeableness
R_33WzGx8cjWpah3z,AppleMusic-style,clip5,Recommended,3,31668,6,6,5,5,6,5.6,4,6,2.5,5,4.5,5.75,-0.5916666666666668,1.3833333333333337,-2.8,0.11666666666666625,-0.08750000000000036,0.7854166666666664,High agreeableness
R_33WzGx8cjWpah3z,AppleMusic-style,clip6,None,6,31674,5,5,3,4,4,4.2,4,6,2.5,5,4.5,5.75,-0.5916666666666668,1.3833333333333337,-2.8,0.11666666666666625,-0.08750000000000036,0.7854166666666664,High agreeableness
R_6n24a7DgM1L53w6,Spotify-style,clip1,New,2,15890,3,3,5,4,2,3.4,6.5,4,5.5,5.5,6.5,5.5,1.4083333333333332,-0.6166666666666663,0.20000000000000018,0.6166666666666663,2.4124999999999996,0.5354166666666664,Low agreeableness
R_6n24a7DgM1L53w6,Spotify-style,clip2,Recommended,4,22175,6,5,5,6,5,5.4,6.5,4,5.5,5.5,6.5,5.5,1.4083333333333332,-0.6166666666666663,0.20000000000000018,0.6166666666666663,2.4124999999999996,0.5354166666666664,Low agreeableness
R_6n24a7DgM1L53w6,Spotify-style,clip3,New,6,31724,5,2,2,2,2,2.6,6.5,4,5.5,5.5,6.5,5.5,1.4083333333333332,-0.6166666666666663,0.20000000000000018,0.6166666666666663,2.4124999999999996,0.5354166666666664,Low agreeableness
R_6n24a7DgM1L53w6,Spotify-style,clip4,None,3,31672,6,6,6,6,5,5.8,6.5,4,5.5,5.5,6.5,5.5,1.4083333333333332,-0.6166666666666663,0.20000000000000018,0.6166666666666663,2.4124999999999996,0.5354166666666664,Low agreeableness
R_6n24a7DgM1L53w6,Spotify-style,clip5,Recommended,1,20778,5,3,3,6,2,3.8,6.5,4,5.5,5.5,6.5,5.5,1.4083333333333332,-0.6166666666666663,0.20000000000000018,0.6166666666666663,2.4124999999999996,0.5354166666666664,Low agreeableness
R_6n24a7DgM1L53w6,Spotify-style,clip6,None,5,32238,3,5,3,4,3,3.6,6.5,4,5.5,5.5,6.5,5.5,1.4083333333333332,-0.6166666666666663,0.20000000000000018,0.6166666666666663,2.4124999999999996,0.5354166666666664,Low agreeableness
R_8kCmebsF6aNeZUq,Neutral,clip1,Recommended,3,31676,6,5,3,4,2,4,7,5.5,6.5,4,3.5,6.25,-1.5916666666666668,0.8833333333333337,1.2000000000000002,-0.8833333333333337,2.9124999999999996,1.2854166666666664,High agreeableness
R_8kCmebsF6aNeZUq,Neutral,clip2,New,4,31661,2,2,1,1,1,1.4,7,5.5,6.5,4,3.5,6.25,-1.5916666666666668,0.8833333333333337,1.2000000000000002,-0.8833333333333337,2.9124999999999996,1.2854166666666664,High agreeableness
R_8kCmebsF6aNeZUq,Neutral,clip3,None,6,31674,1,1,1,1,1,1,7,5.5,6.5,4,3.5,6.25,-1.5916666666666668,0.8833333333333337,1.2000000000000002,-0.8833333333333337,2.9124999999999996,1.2854166666666664,High agreeableness
R_8kCmebsF6aNeZUq,Neutral,clip4,None,5,31674,4,3,2,1,1,2.2,7,5.5,6.5,4,3.5,6.25,-1.5916666666666668,0.8833333333333337,1.2000000000000002,-0.8833333333333337,2.9124999999999996,1.2854166666666664,High agreeableness
R_8kCmebsF6aNeZUq,Neutral,clip5,Recommended,2,31674,5,4,2,2,1,2.8,7,5.5,6.5,4,3.5,6.25,-1.5916666666666668,0.8833333333333337,1.2000000000000002,-0.8833333333333337,2.9124999999999996,1.2854166666666664,High agreeableness
R_8kCmebsF6aNeZUq,Neutral,clip6,New,1,31675,5,4,3,2,1,3,7,5.5,6.5,4,3.5,6.25,-1.5916666666666668,0.8833333333333337,1.2000000000000002,-0.8833333333333337,2.9124999999999996,1.2854166666666664,High agreeableness
R_82gwZyqB3vdBdu6,Neutral,clip1,Recommended,6,31375,2,3,3,3,3,2.8,5.5,3.5,6.5,6,4,3.5,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,1.1166666666666663,1.4124999999999996,-1.4645833333333336,Low agreeableness
R_82gwZyqB3vdBdu6,Neutral,clip2,None,5,19234,5,3,4,4,4,4,5.5,3.5,6.5,6,4,3.5,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,1.1166666666666663,1.4124999999999996,-1.4645833333333336,Low agreeableness
R_82gwZyqB3vdBdu6,Neutral,clip3,None,2,13393,2,2,2,2,2,2,5.5,3.5,6.5,6,4,3.5,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,1.1166666666666663,1.4124999999999996,-1.4645833333333336,Low agreeableness
R_82gwZyqB3vdBdu6,Neutral,clip4,Recommended,1,13451,3,2,2,4,4,3,5.5,3.5,6.5,6,4,3.5,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,1.1166666666666663,1.4124999999999996,-1.4645833333333336,Low agreeableness
R_82gwZyqB3vdBdu6,Neutral,clip5,New,3,31368,2,2,2,2,2,2,5.5,3.5,6.5,6,4,3.5,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,1.1166666666666663,1.4124999999999996,-1.4645833333333336,Low agreeableness
R_82gwZyqB3vdBdu6,Neutral,clip6,New,4,18352,3,2,2,4,3,2.8,5.5,3.5,6.5,6,4,3.5,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,1.1166666666666663,1.4124999999999996,-1.4645833333333336,Low agreeableness
R_6PRlgd9Y6NuV8nu,Spotify-style,clip1,Recommended,2,19742,3,2,2,3,2,2.4,2,4,5.5,4,5.5,3,0.4083333333333332,-0.6166666666666663,0.20000000000000018,-0.8833333333333337,-2.0875000000000004,-1.9645833333333336,Low agreeableness
R_6PRlgd9Y6NuV8nu,Spotify-style,clip2,New,1,31513,5,5,2,4,3,3.8,2,4,5.5,4,5.5,3,0.4083333333333332,-0.6166666666666663,0.20000000000000018,-0.8833333333333337,-2.0875000000000004,-1.9645833333333336,Low agreeableness
R_6PRlgd9Y6NuV8nu,Spotify-style,clip3,New,3,23693,5,5,2,4,3,3.8,2,4,5.5,4,5.5,3,0.4083333333333332,-0.6166666666666663,0.20000000000000018,-0.8833333333333337,-2.0875000000000004,-1.9645833333333336,Low agreeableness
R_6PRlgd9Y6NuV8nu,Spotify-style,clip4,None,5,4391,2,2,1,3,2,2,2,4,5.5,4,5.5,3,0.4083333333333332,-0.6166666666666663,0.20000000000000018,-0.8833333333333337,-2.0875000000000004,-1.9645833333333336,Low agreeableness
R_6PRlgd9Y6NuV8nu,Spotify-style,clip5,None,6,16928,2,2,2,2,2,2,2,4,5.5,4,5.5,3,0.4083333333333332,-0.6166666666666663,0.20000000000000018,-0.8833333333333337,-2.0875000000000004,-1.9645833333333336,Low agreeableness
R_6PRlgd9Y6NuV8nu,Spotify-style,clip6,Recommended,4,26286,4,4,2,4,2,3.2,2,4,5.5,4,5.5,3,0.4083333333333332,-0.6166666666666663,0.20000000000000018,-0.8833333333333337,-2.0875000000000004,-1.9645833333333336,Low agreeableness
R_2r67Thyx7fKvapk,AppleMusic-style,clip1,New,5,31519,6,3,3,5,3,4,2.5,5,2.5,3,5,4.25,-0.09166666666666679,0.38333333333333375,-2.8,-1.8833333333333337,-1.5875000000000004,-0.7145833333333336,High agreeableness
R_2r67Thyx7fKvapk,AppleMusic-style,clip2,New,6,1366409,6,5,4,5,3,4.6,2.5,5,2.5,3,5,4.25,-0.09166666666666679,0.38333333333333375,-2.8,-1.8833333333333337,-1.5875000000000004,-0.7145833333333336,High agreeableness
R_2r67Thyx7fKvapk,AppleMusic-style,clip3,Recommended,4,31506,6,6,5,6,5,5.6,2.5,5,2.5,3,5,4.25,-0.09166666666666679,0.38333333333333375,-2.8,-1.8833333333333337,-1.5875000000000004,-0.7145833333333336,High agreeableness
